Date,InflacionNacional,Salarios,Precios.EUA,Tipo.de.cambio,Industria.EUA,Actividades.Primarioas,Actividades.Secundarias,Actividades.Terciarias,Mineria,Manufactura,Construccion,Energia,Desempleo,Billetes.y.monedas,Ingreso.Mexico,TIIE28,TIIE91
01/07/2011,75.51610674,89.6403,225.922,11.676,93.27957,97.36716359,97.67143012,93.77261724,99.34749902,94.39958096,101.8842713,103.3978926,5.47711851,645656105,95.21796753,4.82,4.86
01/08/2011,75.63555502,89.4987,226.545,12.1707,93.8205,77.21542031,99.20407193,96.06058879,100.5349008,97.76465033,99.98154201,104.2558066,5.70524018,635301021,96.53898376,4.81,4.85
01/09/2011,75.82111305,89.2797,226.889,12.9291,93.77151,67.42576922,97.14782587,93.78672598,95.45199075,96.2547547,99.58793973,102.4891405,5.43238833,643273709,94.10200786,4.78,4.8
01/10/2011,76.3327123,88.6813,226.421,13.4808,94.42465,82.54852101,101.6998339,95.86529851,101.9641989,100.1652438,104.8772418,100.891584,4.99339894,651531413,97.43758397,4.79,4.81
01/11/2011,77.15833283,87.7324,226.23,13.6358,94.36644,122.322049,101.4512865,99.81158849,97.96223506,100.101405,108.8620824,95.43326814,4.96127892,675504053,101.0828683,4.8,4.81
01/12/2011,77.79238536,87.0173,225.672,13.7516,94.88269,116.3822668,98.85375761,97.90808779,101.3113679,94.07554528,107.817633,93.22236033,4.50680533,763490940,98.81477672,4.8,4.81
01/01/2012,78.34304946,90.0369,226.665,13.5047,95.45648,94.80309264,97.43132118,93.1666167,102.2595728,96.2353182,96.41288947,92.28962,4.87974373,724693774,94.67508925,4.79,4.8
01/02/2012,78.50231384,89.8543,227.663,12.8014,95.72268,86.97958112,96.61105611,93.05773709,96.89383063,96.78035409,97.0915891,91.10270122,5.28010781,711443511,94.07947863,4.78,4.8
01/03/2012,78.54738867,89.8027,229.392,12.7561,95.25686,87.0552315,101.7435072,98.25285092,104.1332307,103.744115,96.25305022,96.55985152,4.51848892,723848484,99.09144706,4.77,4.79
01/04/2012,78.30097963,90.0853,230.085,13.0512,95.98493,90.14712679,97.35837631,94.72404019,98.94348865,95.95852459,99.14855396,95.76617541,4.8579851,732243958,95.47929756,4.74,4.76
01/05/2012,78.05381934,90.3706,229.815,13.5556,96.15622,101.9841178,102.2249183,99.18963978,103.004799,102.031722,102.0029556,101.6796071,4.6736979,742959467,100.3147405,4.76,4.78
01/06/2012,78.41366669,89.9559,229.478,13.982,96.1103,115.2812054,100.8719585,98.25251075,99.47658443,102.4857068,98.09038111,104.2269599,4.75132601,748818171,99.68527418,4.76,4.78
