Date,Frontera.norte,Noroeste,Noreste,Centro.norte,Centro.sur,Sur,Mexico,Nacional
01/04/2016,90.3370681388,93.3216963542,89.675280216,89.1029250511,89.6327553044,90.1098984502,88.9207419899,89.62527796
01/05/2016,88.0299096317,89.5187844646,89.5845033041,89.1192247281,89.742347205,90.3269630687,88.9456705037,89.22561452
01/06/2016,88.5772652492,89.6608085056,89.636046127,89.1740509143,89.7796233617,90.4575054266,88.9610675269,89.32402789
01/07/2016,88.6833056537,89.8861427381,89.7560562817,89.4607770501,89.8124263796,90.5592070311,89.381186304,89.55691448
01/08/2016,88.4883784395,90.2463601381,90.15993661,89.7845479062,90.0666497681,90.8407838613,89.6363369749,89.80933349
01/09/2016,89.0287166772,90.6605308049,90.706905969,90.316510091,90.6511399049,91.3477739492,90.2155583254,90.35774385
01/10/2016,90.6590878966,90.9644146467,91.6946818577,90.5009927985,91.1603322051,92.3564413546,90.3827260063,90.90615422
01/11/2016,93.4824136667,95.1085016067,91.9631661141,90.7336336425,91.4182832093,92.6509206272,90.6195468876,91.61683394
01/12/2016,94.0804503598,95.431427778,92.3008869981,91.1255667842,91.8432313955,93.0979523065,91.0521299215,92.0390348
01/01/2017,96.8258052443,96.8754710993,94.1510435498,92.8829683194,93.1292588009,94.3859196406,92.2083730479,93.60388244
01/02/2017,97.3996709629,97.2142658785,94.8180230635,93.4467889636,93.5400420475,94.7365624858,92.8110565291,94.14478034
01/03/2017,97.4597085448,97.7482445352,95.2411357884,94.0609904276,94.2520166401,95.1896659026,93.579441308,94.72248933
01/04/2017,96.6628460933,98.0949736184,94.7857126372,94.4788548736,94.5330788614,94.8549613686,94.0618813696,94.83893263
01/05/2017,94.547495965,94.4761375808,94.96188139,94.7100139288,94.9446076312,95.0401493647,94.5487205807,94.72549432
01/06/2017,94.8601592165,94.7268615861,95.1919008531,94.9915538038,95.1399346922,95.3346286374,94.7422831586,94.96363964
01/07/2017,95.0433907979,95.2719482683,95.5665479387,95.4101591441,95.4560365008,95.7057635969,95.1000806511,95.32273574
01/08/2017,95.4426017325,95.8321101281,96.0273561609,95.8050558634,96.0315803599,96.4874998103,95.5026028301,95.79376765
01/09/2017,95.820760528,96.1748720593,96.5558624191,96.1399401357,96.2283984672,96.7242975759,95.7071632818,96.09351524
01/10/2017,97.219558217,96.5096996866,97.6059512728,96.3281273153,96.6548376996,97.75497503,96.1316812083,96.69826913
01/11/2017,100.1309910879,100.7735946364,97.9821369501,96.7971134754,97.3504107832,98.1982118733,96.8223476794,97.69517399
01/12/2017,100.6401409714,101.1036616813,98.3467831893,97.3809382687,98.0288368348,98.7940011233,97.5093481927,98.27288299
01/01/2018,100.9988070454,101.8653548617,98.8914446607,97.9958806271,98.5305739037,99.3298319647,97.9800571889,98.7949997
01/02/2018,101.5656553843,102.1017971198,99.3430213326,98.4922798803,98.6923524237,99.519573764,98.3591172373,99.17137448
01/03/2018,101.9235417495,102.5310429643,99.6553554532,98.7175117802,98.9972713853,99.8019095615,98.7264462204,99.49215698
01/04/2018,100.9652795646,102.4762962669,98.9060612821,98.7456657677,98.7341017192,98.9359279892,98.604003226,99.15484705
01/05/2018,98.9201032335,98.744793113,98.9006762111,98.9664523012,99.1314655494,99.1188390838,99.027787961,98.99408017
01/06/2018,99.450305256,99.0994565002,99.2660917462,99.3139317784,99.3625777208,99.4709998634,99.4728352519,99.37646493
01/07/2018,99.9423015446,99.8817788709,99.8615267446,99.9051655158,99.8635692666,99.9157546411,99.947210206,99.91
01/08/2018,100.487,100.472,100.482,100.481,100.505,100.463,100.519,100.492
01/09/2018,101.17,100.932,100.857,100.993,100.855,100.934,100.831,100.917
